cx    6   4   *   *   [RG3]       *
cy    6		4   *   *   [RG4]       *    
c3    6   4   *		*		*						*
c     6   3   *   *   [2DL]   		(XA1)	
c     6   3   *   *   [1DB,0DL]  	(XA1)	
c     6   3   *   *   [3sb]   		(XA1)
cz    6   3   *   *   *           (N3,N3,N3) 
cp    6   3   *   *   [AR1,1RG6]  (XX[AR1],XX[AR1],XX[AR1]) 
ca    6   3   *   *   [AR1]    		*
cc    6   3   *   *   [sb,db,AR2]       (C3(C3))	
cc    6   3   *   *   [sb,db,AR2]       (C3(C2))	
cc    6   3   *   *   [sb,db,AR2]       (C3(XB2))	
cc    6   3   *   *   [sb,db,AR2]       (XB2(XB2))	 
cc    6   3   *   *   [sb,db,AR2]       (XB2(C2))	
cc    6   3   *   *   [sb,db,AR2]       (XB2(C3))	
cc    6   3   *   *   [sb,db,AR2]       (C3[sb'])	
cc    6   3   *   *   [sb,db,AR2]       (XB2[sb'])	
cc    6   3   *   *   [sb,db,AR2]       (XD3[sb',db])	
cc    6   3   *   *   [sb,db,AR2]       (XD4[sb',db])	
cc    6   3   *   *   [sb,db,AR3]       (C3(C3))	
cc    6   3   *   *   [sb,db,AR3]       (C3(C2))	
cc    6   3   *   *   [sb,db,AR3]       (C3(XB2))	
cc   	6   3   *   *   [sb,db,AR3]       (XB2(XB2)) 	
cc    6   3   *   *   [sb,db,AR3]       (XB2(C2))	
cc    6   3   *   *   [sb,db,AR3]       (XB2(C3))	
cc    6   3   *   *   [sb,db,AR3]       (C3[sb'])	
cc    6   3   *   *   [sb,db,AR3]       (XB2[sb'])	
cc    6   3   *   *   [sb,db,AR3]       (XD3[sb',db])	
cc    6   3   *   *   [sb,db,AR3]       (XD4[sb',db])	
ce    6   3   *   *   [sb,db]          (C3[SB'])	
ce    6   3   *   *   [sb,db]          (C2[SB'])	
ce    6   3   *   *   [sb,db]          (XB2[SB'])	
ce    6   3   *   *   [sb,db]          (XD3[SB',db])	
ce    6   3   *   *   [sb,db]          (XD4[SB',db])	
cu    6   3   *   *   [RG3]       *
cv    6   3   *   *   [RG4]       *
c2    6   3   *		*		*						*
cg    6   2   *   *   [sb,tb]          (C2[SB'])	
cg    6   2   *   *   [sb,tb]          (C3[SB'])	
cg    6   2   *   *   [sb,tb]          (N1[SB'])	
cg    6   2   *   *   [sb,tb]          (XB2[SB'])	
c1    6   2   *		*		*						*
c1    6   1   *		*		*						*
hn    1   1   *   *   *       		(N)
ho    1   1   *   *   *       		(O)
hs    1   1   *   *   *       		(S)
hp    1   1   *   *   *       		(P)
hx    1   1   *   *   *       		(C(N4))
hw    1   1   *   *   *       		(O(H1))
h3    1   1   *		3   *       		(C4)
h2    1   1   *   2   *       		(C4)
h1    1   1   *   1   *       		(C4)
hc    1   1   *   *   *       		(C4)
h5    1   1   *   2   *       		(C3)
h4    1   1   *   1   *       		(C3)
ha    1   1   *		*		*						*
f     9  -1		*		*		*						*
cl    17 -1		*		*		*						*
br    35 -1		*		*		*						*
i     53 -1		*		*		*						*
pc    15  2   *   *   [sb,db,AR2]       (C3(C3))	
pc    15  2   *   *   [sb,db,AR2]       (C3(C2))	
pc    15  2   *   *   [sb,db,AR2]       (C3(XB2))	
pc    15  2   *   *   [sb,db,AR2]       (XB2(C3))	
pc    15  2   *   *   [sb,db,AR2]       (XB2(C2))	
pc    15  2   *   *   [sb,db,AR2]       (XB2(XB2))	
pc    15  2   *   *   [sb,db,AR2]       (C3[sb'])	
pc    15  2   *   *   [sb,db,AR2]       (C2[sb'])	
pc    15  2   *   *   [sb,db,AR2]       (XB2[sb'])	
pc    15  2   *   *   [sb,db,AR2]       (XD3[sb',db])	
pc    15  2   *   *   [sb,db,AR2]       (XD4[sb',db])	
pc    15  2   *   *   [sb,db,AR3]       (C3(C3))	
pc    15  2   *   *   [sb,db,AR3]       (C3(C2))	
pc    15  2   *   *   [sb,db,AR3]       (C3(XB2))	
pc    15  2   *   *   [sb,db,AR3]       (XB2(C3))	
pc    15  2   *   *   [sb,db,AR3]       (XB2(C2))	
pc    15  2   *   *   [sb,db,AR3]       (XB2(XB2))
pc   	15  2   *   *   [sb,db,AR3]       (C3[sb'])	
